elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
2945,245,25,408,47,5634,162,250,219,5778,0,28,2
2998,253,12,612,99,5816,193,248,193,5671,0,28,2
3027,225,10,849,131,5815,207,250,179,5555,0,28,2
3037,90,5,691,46,5624,228,231,137,5461,0,11,2
3014,58,6,509,32,5407,225,227,137,5361,0,11,2
2991,76,4,361,6,5215,225,232,143,5281,0,18,2
2995,333,11,268,13,4992,196,226,170,5199,0,28,2
2998,45,5,242,16,4798,222,228,142,5135,0,28,2
2968,157,4,323,-3,4551,224,240,151,4897,0,28,2
2983,146,9,342,24,4361,232,239,139,4689,0,11,2
2952,81,13,390,30,4146,237,216,107,4451,0,11,2
2920,39,3,391,-1,3960,220,232,149,4243,0,22,2
2908,115,7,379,28,3751,232,233,134,4005,0,22,2
2908,201,10,351,32,3571,216,249,167,3798,0,11,2
2912,149,11,313,60,3370,234,240,135,3561,0,29,2
2893,168,15,228,41,3198,230,245,142,3354,0,29,2
2865,147,18,134,24,3008,242,235,115,3118,0,29,2
2835,143,12,42,4,2848,237,237,129,2912,0,22,2
2834,11,12,42,7,2673,207,215,144,2678,0,28,2
2818,74,9,170,0,2529,231,223,125,2474,0,11,2
2806,21,3,162,15,2376,217,232,152,2242,0,11,2
2797,156,12,295,10,2255,234,241,136,2040,0,11,2
2787,62,9,342,31,2134,228,221,125,1806,0,11,2
2778,17,9,270,22,2045,213,222,145,1601,0,28,2
2764,21,11,270,37,1966,212,216,139,1368,0,28,2
2762,340,16,295,41,1839,185,216,168,1167,0,28,2
2753,18,17,376,65,1600,205,202,130,942,0,28,2
2685,85,15,323,76,1392,241,212,97,752,0,29,2
2614,130,17,242,45,1154,246,227,104,553,0,29,2
2572,114,12,150,32,947,241,228,115,417,0,29,2
2533,118,9,90,-2,713,236,232,127,361,0,29,2
2519,88,7,150,3,485,231,229,131,450,0,28,2
3195,118,11,85,10,2869,240,230,118,5153,0,28,1
3168,185,15,60,13,2965,221,249,157,5261,0,28,1
3119,149,12,60,-6,3077,236,239,131,5328,0,29,1
3106,189,7,60,6,3187,221,246,160,5389,0,29,1
3077,58,18,216,-12,3324,230,198,94,5467,0,29,1
3050,45,10,270,-19,3453,223,218,129,5543,0,19,2
3004,22,18,277,-36,3610,206,198,124,5638,0,28,1
2968,135,3,350,-39,3755,225,238,148,5729,0,19,1
2939,208,4,424,23,3925,217,243,162,5840,0,19,1
2913,236,7,256,15,5490,208,246,176,5833,0,15,1
2975,243,11,518,77,5723,199,249,187,5690,0,28,2
3018,225,11,785,122,5882,205,250,181,5557,0,28,2
3041,65,4,674,50,5636,223,231,143,5434,0,11,1
3021,53,7,509,33,5447,224,224,134,5346,0,11,1
2995,31,6,339,10,5226,219,228,145,5253,0,18,1
2998,8,5,242,16,5031,214,230,153,5180,0,28,1
2998,106,6,212,16,4810,231,232,135,5106,0,28,2
2978,75,9,277,0,4618,232,223,123,4953,0,28,2
2978,175,11,306,19,4401,226,246,151,4715,0,11,2
2962,80,7,360,26,4213,229,228,133,4506,0,11,2
2925,297,1,360,3,4001,216,238,160,4268,0,22,2
2912,129,6,376,32,3818,231,236,138,4060,0,11,2
2904,192,8,330,28,3612,220,247,161,3823,0,11,2
2915,162,10,300,65,3436,230,243,144,3615,0,29,2
2890,162,13,216,41,3240,232,243,140,3378,0,29,2
2868,139,17,134,19,3073,243,233,113,3172,0,29,2
2835,128,8,30,0,2890,233,235,134,2936,0,22,2
2838,323,12,42,9,2737,188,227,178,2730,0,28,2
2826,93,9,170,0,2571,234,227,125,2496,0,11,2
2805,183,9,120,14,2436,223,247,157,2292,0,11,2
2797,129,13,255,10,2297,241,232,119,2060,0,11,2
2796,129,7,366,18,2188,231,236,137,1860,0,11,2
2784,356,3,301,28,2084,214,234,157,1624,0,28,2
2773,4,9,300,46,2012,208,222,151,1419,0,28,2
2768,350,14,313,41,1866,193,215,160,1187,0,28,2
2772,25,22,376,78,1657,202,185,111,987,0,28,2
2696,75,23,309,87,1418,241,189,66,765,0,29,2
2623,125,14,228,46,1209,242,230,113,582,0,29,2
2580,82,13,124,16,972,238,216,107,408,0,29,2
2547,125,13,67,11,765,241,230,116,331,0,29,2
2522,156,9,95,2,532,230,241,143,391,0,28,2
3208,142,8,170,26,2809,233,238,137,5142,0,38,1
3162,54,16,0,0,2900,228,203,104,5246,0,28,1
3142,135,17,60,0,2993,244,230,109,5326,0,29,1
3100,96,6,0,0,3113,231,231,133,5391,0,19,1
3106,105,5,108,16,3229,228,234,140,5455,0,29,1
3060,22,9,277,-6,3373,214,220,141,5538,0,19,1
3034,42,19,272,0,3508,219,194,102,5617,0,28,2
2988,53,16,342,-38,3670,227,204,106,5716,0,28,1
2965,8,16,430,-35,3818,199,205,141,5810,0,19,2
2942,70,6,319,26,3988,226,229,137,5924,0,19,1
2919,243,8,335,21,5552,205,247,179,5759,0,28,2
2982,249,16,573,83,5761,184,250,203,5634,0,28,2
3014,253,11,782,118,5894,194,248,191,5531,0,28,2
3037,243,4,685,46,5676,211,243,170,5420,0,11,1
3027,39,10,511,39,5487,221,218,131,5331,0,11,1
3001,45,6,339,19,5264,222,227,140,5237,0,18,1
3001,252,2,218,16,5070,214,240,164,5162,0,28,1
3001,150,8,180,19,4849,230,240,142,5086,0,28,2
2982,117,11,242,4,4658,238,230,121,4979,0,28,2
2975,202,7,272,16,4441,217,246,165,4741,0,28,2
2968,74,4,330,32,4253,225,231,142,4532,0,11,2
2923,298,6,330,1,4015,204,238,173,4264,0,11,2
2911,95,5,350,31,3833,229,232,138,4056,0,11,2
2901,278,3,300,25,3629,210,240,168,3818,0,11,2
2908,175,13,270,32,3453,227,246,149,3611,0,29,2
2884,160,11,190,35,3258,231,242,141,3373,0,29,2
2862,140,15,108,13,3092,241,234,119,3166,0,29,2
2835,36,4,0,0,2910,219,230,148,2930,0,22,2
2845,354,5,85,16,2737,212,231,157,2695,0,28,2
2818,122,11,201,27,2574,238,232,123,2460,0,11,2
2801,206,12,95,10,2442,213,251,172,2256,0,11,2
2788,50,4,242,2,2306,221,231,146,2023,0,11,2
2791,141,6,361,21,2201,229,238,143,1822,0,11,2
2777,120,5,330,21,2089,229,235,140,1559,0,28,2
2778,30,8,330,51,2023,218,223,140,1354,0,28,2
2782,329,17,361,55,1804,178,218,179,1121,0,28,2
2765,74,12,376,127,1595,235,217,112,920,0,28,2
2677,78,20,256,68,1355,241,199,79,698,0,29,2
2612,85,10,182,35,1146,235,223,119,516,0,29,2
2564,117,12,85,24,908,240,229,118,350,0,28,2
2529,117,11,30,-6,700,239,230,120,301,0,29,2
2511,148,14,90,1,466,238,238,128,404,0,28,2
3185,45,3,85,7,2825,220,232,148,5220,0,28,1
3146,135,11,30,-2,2925,238,235,126,5328,0,29,1
3123,32,13,0,0,3025,216,210,127,5386,0,29,1
3096,208,15,30,3,3154,209,253,176,5455,0,29,1
3086,53,14,190,6,3276,227,208,111,5523,0,29,1
3050,41,16,242,16,3426,220,203,113,5610,0,28,2
3021,58,15,283,-12,3566,230,208,108,5693,0,28,1
2978,7,16,362,-29,3734,199,206,142,5796,0,28,1
2952,17,12,384,36,3882,210,214,140,5892,0,28,1
2903,270,4,242,5,5459,208,241,171,5783,0,15,1
2962,239,17,481,63,5667,188,252,199,5654,0,28,2
3001,280,8,721,105,5878,198,241,183,5533,0,28,2
3037,246,6,752,46,5771,207,245,176,5434,0,11,1
3034,32,4,541,43,5554,219,230,147,5328,0,11,1
3011,110,6,382,29,5359,230,234,138,5243,0,18,1
2998,342,5,216,13,5137,210,233,161,5155,0,28,1
2998,225,11,153,16,4944,205,250,181,5085,0,28,2
2988,144,6,210,10,4725,230,239,143,5015,0,28,2
2965,168,9,240,0,4535,228,244,148,4827,0,28,2
2966,216,2,295,27,4320,217,241,161,4588,0,11,2
2937,139,9,300,15,4135,234,238,135,4380,0,11,2
2919,78,8,323,10,3926,231,226,128,4142,0,11,2
2903,82,3,277,23,3746,224,233,144,3933,0,22,2
2899,186,11,242,23,3545,222,248,159,3695,0,29,2
2887,143,9,212,37,3372,233,238,136,3487,0,29,2
2864,157,12,108,12,3181,233,241,137,3250,0,29,2
2840,45,3,30,0,2997,220,233,150,3013,0,22,2
2840,356,12,67,10,2821,201,219,155,2777,0,28,2
2831,82,13,162,4,2676,237,218,109,2571,0,11,2
2793,132,6,85,2,2521,230,237,140,2336,0,11,2
2809,147,8,150,17,2396,231,239,140,2132,0,11,2
2798,152,4,283,20,2270,224,239,151,1900,0,11,2
2785,345,5,379,29,2175,211,232,160,1698,0,28,2
2777,274,3,361,50,2087,211,240,167,1465,0,28,2
2780,194,2,360,53,1952,219,240,158,1259,0,28,2
2796,92,11,408,76,1712,237,223,116,1026,0,28,2
2738,111,23,309,122,1503,252,208,70,825,0,29,5
2642,100,22,190,56,1263,250,205,72,604,0,29,2
2592,135,15,124,23,1054,243,232,115,426,0,29,2
2539,144,14,30,0,815,239,237,124,285,0,28,2
2517,77,6,30,-4,607,228,228,134,295,0,28,2
3185,90,9,67,13,2821,235,225,121,5273,0,28,1
3142,58,9,0,0,2912,227,221,127,5368,0,29,1
3123,45,14,30,4,3031,223,208,116,5431,0,28,1
3093,187,11,30,3,3146,221,248,159,5493,0,29,1
3083,41,18,192,16,3289,219,197,106,5572,0,29,1
3057,14,15,210,23,3423,204,207,137,5649,0,28,2
3004,38,19,295,-19,3606,216,194,106,5758,0,28,1
2985,19,14,362,-15,3755,208,209,135,5850,0,28,1
2942,178,6,297,26,3925,223,244,155,5962,0,28,1
2913,255,7,300,15,5496,205,244,178,5725,0,22,1
2968,254,13,540,72,5706,190,248,196,5598,0,28,2
3014,283,13,741,118,5891,183,240,197,5493,0,28,2
3037,135,1,685,46,5729,221,238,153,5380,0,11,1
3034,92,8,499,43,5538,233,228,128,5289,0,11,1
3004,81,5,319,19,5315,226,231,140,5192,0,18,1
2998,63,3,175,13,5121,222,233,146,5116,0,28,1
2991,151,8,120,9,4901,231,240,141,5038,0,28,2
2978,135,13,180,6,4710,240,234,120,4978,0,28,2
2962,221,11,210,10,4494,207,250,179,4764,0,28,2
2965,161,9,270,43,4308,229,242,145,4555,0,28,2
2932,86,8,270,10,4097,232,227,129,4317,0,11,2
2910,129,6,309,3,3915,231,236,138,4108,0,11,2
2903,165,3,240,23,3711,222,240,154,3870,0,22,2
2894,195,5,210,18,3537,219,244,161,3662,0,29,2
2877,137,11,162,25,3342,237,236,129,3424,0,29,2
2858,154,9,67,6,3177,231,241,141,3216,0,29,2
2844,1,9,0,0,2995,207,223,153,2979,0,22,2
2848,2,13,95,17,2843,202,215,150,2772,0,28,2
2828,59,11,201,1,2678,228,217,120,2536,0,11,2
2794,64,9,67,3,2544,229,221,125,2330,0,11,2
2797,146,11,150,10,2405,235,239,134,2096,0,11,2
2794,188,5,258,16,2296,220,244,159,1892,0,11,2
2789,315,1,361,17,2190,217,237,158,1661,0,28,2
2778,270,6,391,51,2116,204,242,177,1460,0,28,2
2778,288,5,391,51,1921,205,239,173,1224,0,28,2
2789,137,19,391,135,1711,245,230,105,1019,0,29,2
2688,109,24,216,72,1381,252,205,67,702,0,29,5
2609,129,10,134,23,1172,237,234,126,510,0,29,2
2567,112,16,30,3,932,246,221,99,319,0,28,2
2537,45,6,0,0,722,222,227,141,240,0,15,2
3195,120,4,150,17,2758,226,236,145,5261,0,38,1
3168,68,13,42,13,2844,233,213,109,5353,0,28,1
3139,15,11,30,7,2958,210,216,142,5436,0,28,1
3100,58,10,42,7,3070,228,218,123,5494,0,28,1
3093,153,4,124,13,3210,225,240,150,5570,0,29,1
3077,36,12,201,43,3342,219,213,128,5643,0,28,1
3027,69,12,216,-6,3502,233,216,113,5736,0,28,1
3001,40,16,285,-6,3649,220,202,112,5823,0,28,1
2968,81,18,351,32,3818,242,205,86,5931,0,28,2
2926,108,15,212,10,3970,244,222,103,6032,0,28,1
2929,264,19,390,27,5560,169,245,214,5651,0,28,2
2985,257,13,589,89,5744,190,247,195,5541,0,28,2
3024,225,7,808,33,5878,210,247,174,5423,0,28,1
3041,4,3,618,50,5688,215,233,155,5326,0,11,1
3014,56,10,408,23,5465,227,218,124,5224,0,28,1
3001,135,2,255,16,5271,222,238,151,5142,0,18,1
2995,154,7,120,10,5050,229,241,145,5057,0,28,2
2985,158,8,95,3,4859,229,242,146,4991,0,28,2
2962,147,10,175,-2,4642,233,239,137,4911,0,28,2
2962,165,11,190,13,4455,230,244,144,4702,0,28,2
2947,122,12,240,25,4243,240,230,118,4463,0,11,2
2925,142,3,240,17,4060,223,238,151,4254,0,11,2
2903,138,7,256,23,3854,231,238,139,4015,0,11,2
2896,137,8,210,16,3678,233,237,136,3807,0,22,2
2891,144,9,180,15,3481,233,239,137,3568,0,29,2
2865,169,11,95,13,3289,229,245,147,3331,0,29,2
2849,32,7,0,0,3104,219,224,142,3093,0,22,2
2850,350,11,67,12,2949,201,222,160,2885,0,28,2
2846,51,6,175,21,2781,223,226,138,2649,0,11,2
2814,72,8,180,23,2643,229,226,130,2442,0,11,2
2786,174,6,42,-5,2497,224,243,153,2206,0,11,2
2795,140,7,190,17,2367,231,238,140,1972,0,11,2
2783,27,3,313,12,2255,218,232,151,1739,0,11,2
2776,45,3,362,16,2173,220,233,150,1537,0,28,2
2772,210,4,420,45,2010,217,243,163,1307,0,28,2
2798,173,6,400,124,1800,224,243,154,1100,0,29,2
2726,116,25,256,88,1500,253,207,66,808,0,29,5
2622,120,20,124,13,1230,249,219,90,552,0,29,5
2573,135,6,42,4,990,229,237,142,342,0,28,2
2543,19,11,30,6,781,212,216,140,218,0,15,2
3195,135,4,150,23,2742,227,238,145,5301,0,38,1
3152,34,11,60,-2,2859,219,216,132,5421,0,28,1
3129,68,16,90,3,2980,235,206,99,5489,0,28,1
3090,157,6,0,0,3097,227,241,148,5550,0,19,1
3086,135,9,150,22,3242,235,236,133,5629,0,28,1
3070,68,9,150,36,3378,230,221,124,5705,0,28,2
3027,75,17,228,16,3543,238,206,93,5800,0,28,1
2985,124,12,295,-5,3691,240,231,119,5890,0,28,2
2939,116,10,283,23,3862,238,230,122,6000,0,28,1
2922,58,6,134,6,4016,225,227,137,6103,0,28,1
2916,302,9,323,14,5493,196,236,180,5658,0,22,1
2968,255,13,524,72,5677,189,248,197,5546,0,28,2
3014,251,10,750,118,5890,198,247,187,5426,0,28,1
3041,328,6,658,50,5755,205,233,167,5327,0,11,1
3034,61,12,443,43,5532,230,215,117,5221,0,11,1
3001,79,6,277,19,5338,228,229,135,5137,0,18,1
3001,103,8,108,16,5117,233,230,130,5049,0,28,2
2985,157,8,60,3,4926,229,241,145,4981,0,28,2
2962,143,7,134,-2,4682,231,239,141,4905,0,28,2
2957,191,11,153,8,4495,220,249,162,4729,0,28,2
2947,142,13,210,25,4283,238,237,126,4490,0,28,2
2925,99,6,210,17,4101,230,232,136,4281,0,11,2
2905,58,6,242,25,3895,225,227,137,4042,0,22,2
2899,141,7,180,19,3719,230,238,141,3833,0,11,2
2888,180,13,150,12,3522,224,248,153,3595,0,29,2
2864,121,12,95,14,3355,241,230,116,3386,0,29,2
2852,0,0,0,0,3169,218,237,156,3148,0,22,2
2855,351,10,60,11,3013,203,224,159,2940,0,28,2
2853,45,6,175,22,2844,222,227,140,2703,0,11,2
2826,125,8,240,35,2704,234,235,133,2496,0,11,2
2787,208,6,0,0,2556,216,245,165,2259,0,11,2
2788,175,13,108,7,2439,227,247,149,2053,0,11,2
2785,142,6,242,18,2321,229,239,143,1819,0,11,2
2785,58,9,306,27,2234,227,222,129,1616,0,11,2
2775,143,9,408,16,2100,234,238,135,1385,0,28,2
2781,225,15,402,93,1890,199,253,188,1184,0,28,2
2761,150,19,309,107,1650,241,236,117,947,0,29,5
2701,111,20,201,80,1440,250,214,83,742,0,29,5
2608,101,14,90,0,1200,242,221,106,513,0,29,5
2570,100,5,30,1,990,229,233,138,324,0,28,2
2545,47,10,60,8,750,224,219,129,182,0,28,2
2522,18,5,30,5,540,216,230,151,255,0,15,2
3159,34,7,90,4,2847,219,225,142,5462,0,28,1
3129,69,18,120,-2,2954,236,203,92,5518,0,28,1
3080,160,7,0,0,3090,228,242,147,5588,0,19,1
3083,163,9,127,23,3219,229,243,146,5657,0,28,1
3057,119,20,120,23,3376,250,218,88,5744,0,28,2
3027,98,14,201,16,3521,243,219,102,5827,0,28,1
2975,98,7,283,-2,3691,232,230,130,5930,0,28,2
2939,114,8,268,17,3841,235,232,129,6026,0,28,2
2922,148,4,95,6,4019,226,239,148,6144,0,28,1
2909,247,6,256,7,5426,207,245,176,5666,0,22,1
2959,236,17,485,63,5636,187,253,199,5536,0,28,2
3004,253,10,684,108,5823,198,247,187,5429,0,28,2
3041,294,6,674,50,5794,202,239,176,5314,0,11,1
3044,50,12,484,53,5599,225,214,122,5220,0,11,1
3008,45,7,277,20,5377,222,224,137,5121,0,28,1
3004,180,3,127,22,5184,220,241,156,5042,0,28,1
2975,126,6,90,3,4803,231,236,137,4908,0,28,2
2949,175,9,120,-2,4615,225,245,153,4846,0,28,1
2951,147,11,175,18,4403,235,239,133,4607,0,28,2
2931,171,9,180,9,4220,226,244,150,4397,0,28,2
2919,110,5,201,15,4013,228,234,140,4158,0,22,2
2898,90,7,175,18,3836,231,229,130,3949,0,22,2
2890,137,8,134,14,3637,233,237,135,3711,0,22,2
2873,147,7,108,11,3468,229,239,143,3502,0,29,2
2851,121,4,30,2,3280,227,236,144,3263,0,22,2
2855,345,7,42,3,3122,207,230,161,3055,0,22,2
2864,12,7,150,26,2949,213,226,150,2817,0,28,2
2843,112,14,242,15,2805,244,224,106,2609,0,11,2
2804,135,17,124,13,2652,245,230,108,2372,0,11,2
2783,62,5,30,-3,2529,224,230,142,2165,0,11,2
2790,180,5,150,20,2404,222,243,156,1930,0,11,2
2786,79,5,256,14,2309,226,231,139,1725,0,11,2
2776,184,3,323,19,2220,220,241,157,1492,0,28,2
2767,207,7,391,11,2010,215,247,167,1290,0,28,2
2769,145,19,323,95,1740,243,233,111,1031,0,29,5
2685,109,24,162,64,1410,252,205,67,706,0,29,5
2603,92,11,60,-5,1170,238,222,114,474,0,28,2
2571,20,6,0,0,960,216,227,148,283,0,15,2
2542,92,8,90,5,720,233,228,128,150,0,28,2
2524,51,6,60,7,510,223,226,138,258,0,15,2
3152,8,5,120,3,2850,214,230,153,5508,0,28,1
3116,74,20,150,23,2962,240,197,79,5563,0,28,1
3073,149,13,30,-6,3102,237,239,129,5635,0,19,1
3077,180,15,124,23,3234,224,248,152,5706,0,28,1
3034,165,11,108,0,3395,230,244,143,5795,0,28,1
3014,85,9,182,13,3543,233,225,124,5879,0,28,1
2972,135,15,270,4,3712,243,232,115,5984,0,28,2
2922,98,13,201,6,3865,240,222,110,6081,0,28,2
2900,262,5,190,-1,5359,207,242,173,5675,0,15,1
2926,251,12,390,30,5543,193,248,193,5559,0,28,2
2991,238,14,618,95,5756,193,251,194,5433,0,28,2
3024,247,8,750,33,5889,203,246,181,5330,0,28,1
3050,333,7,524,59,5666,203,230,166,5219,0,11,1
3021,72,5,335,30,5472,226,230,138,5130,0,28,1
3001,117,6,150,16,5251,231,234,136,5036,0,28,1
2965,117,14,60,0,4763,243,227,110,4863,0,28,1
2947,153,10,90,2,4549,232,241,139,4754,0,28,1
2939,160,11,150,17,4365,231,242,141,4544,0,28,2
2925,137,8,150,16,4157,233,237,136,4305,0,11,2
2918,126,8,201,17,3978,235,234,131,4096,0,11,2
2895,131,4,120,15,3778,227,237,145,3857,0,11,2
2881,148,6,90,5,3606,228,240,145,3648,0,22,2
2861,120,9,60,0,3416,236,232,127,3409,0,29,2
2850,321,3,30,1,3254,212,236,163,3200,0,22,2
2862,352,8,108,15,3077,206,226,158,2962,0,28,2
2860,85,10,201,21,2929,235,223,119,2754,0,11,2
2819,134,14,277,28,2769,241,233,118,2516,0,11,2
2791,54,2,85,4,2640,220,234,150,2308,0,11,2
2775,159,7,42,-2,2506,227,241,148,2072,0,11,2
2786,156,3,162,19,2402,223,239,152,1865,0,11,2
2786,214,11,242,26,2301,210,250,175,1630,0,11,2
2768,140,8,324,9,2160,233,238,137,1426,0,28,2
2768,189,9,360,66,1920,221,247,160,1195,0,28,2
2756,145,15,285,82,1710,239,237,123,997,0,29,5
2628,115,18,60,12,1260,248,220,94,553,0,29,5
2579,41,5,0,0,1020,221,229,144,323,0,15,2
2548,123,11,108,-2,780,239,232,122,134,0,28,2
2522,333,5,95,5,570,208,233,164,192,0,15,2
3152,113,5,134,0,2856,230,234,138,5552,0,28,1
3103,92,16,108,13,2971,243,214,96,5609,0,28,1
3064,213,10,42,4,3135,211,250,174,5693,0,19,1
3064,166,20,67,30,3291,233,243,132,5777,0,28,2
3024,131,14,134,13,3458,242,232,116,5870,0,28,2
2988,157,8,201,10,3606,229,241,145,5958,0,28,2
2945,51,10,218,9,3778,225,218,126,6065,0,28,2
2919,164,4,85,3,3934,224,241,152,6166,0,28,1
2922,293,12,351,26,5502,187,237,191,5550,0,22,2
2975,256,15,551,79,5689,183,248,203,5438,0,28,2
3014,236,10,765,114,5904,202,249,184,5318,0,28,1
3057,338,5,569,66,5733,209,233,162,5219,0,11,1
3024,57,11,350,33,5511,228,217,121,5115,0,28,1
3004,72,5,170,16,5318,226,230,138,5031,0,28,1
2972,135,3,0,0,4911,224,238,149,4877,0,28,2
2949,126,8,60,-9,4723,234,235,132,4818,0,28,1
2942,219,12,85,9,4511,206,251,180,4692,0,28,1
2930,147,10,120,8,4328,233,239,137,4482,0,28,2
2924,108,2,120,17,4121,223,236,149,4243,0,11,2
2899,174,2,150,19,3919,220,240,156,4004,0,11,2
2887,148,11,90,7,3721,234,239,135,3764,0,11,2
2881,152,7,60,5,3552,229,240,144,3555,0,29,2
2853,13,4,30,1,3319,215,231,152,3257,0,22,2
2861,326,7,95,9,3163,203,232,168,3048,0,28,2
2867,103,4,192,23,2992,227,234,141,2809,0,11,2
2835,114,12,295,4,2850,241,228,115,2601,0,11,2
2792,88,9,150,1,2700,234,226,124,2363,0,11,2
2780,172,9,0,0,2579,226,245,151,2155,0,11,2
2779,195,8,108,8,2457,219,247,163,1919,0,11,2
2778,162,9,210,20,2352,229,243,145,1683,0,11,2
2765,147,5,300,6,2160,227,239,147,1419,0,11,2
2765,174,9,331,63,1950,226,245,152,1216,0,28,2
2750,143,12,256,76,1710,237,237,129,987,0,29,5
2680,107,24,108,42,1410,252,203,64,696,0,29,5
2597,72,11,0,0,1140,233,219,117,430,0,15,2
2579,31,8,67,8,930,218,222,140,228,0,28,2
2542,52,5,153,2,690,223,228,141,95,0,28,2
2523,24,9,108,13,480,215,220,141,256,0,28,2
3132,84,15,170,-3,2896,240,212,98,5613,0,28,1
3077,68,8,42,4,3018,229,223,127,5673,0,28,1
3054,180,17,67,7,3189,224,248,151,5762,0,28,2
3024,176,15,67,0,3352,226,247,149,5850,0,28,1
3001,111,16,150,19,3543,246,221,98,5959,0,28,2
2955,346,2,210,-3,3692,215,235,158,6051,0,28,2
2926,45,11,95,10,3892,223,216,126,6177,0,28,1
2916,268,11,313,20,5462,191,245,193,5541,0,22,2
2972,258,14,537,76,5675,186,248,200,5413,0,28,2
3011,271,11,725,111,5864,191,244,192,5306,0,28,1
3060,340,5,560,69,5744,210,233,162,5192,0,11,1
3027,73,12,335,36,5523,234,217,113,5087,0,28,1
2998,129,13,127,10,5303,241,232,119,4992,0,28,1
2972,11,4,30,-2,4951,216,232,153,4857,0,18,2
2949,90,7,30,-2,4737,231,229,132,4789,0,28,1
2934,188,7,42,1,4552,221,245,159,4720,0,28,1
2924,161,14,90,2,4343,233,242,136,4480,0,28,2
2923,155,7,90,19,4137,228,241,146,4241,0,28,2
2900,56,2,124,20,3936,220,235,151,4001,0,11,2
2885,180,5,60,5,3763,222,243,156,3792,0,11,2
2874,156,11,30,2,3571,233,241,138,3553,0,22,2
2852,38,5,0,0,3407,220,228,144,3343,0,22,2
2861,337,7,108,12,3227,204,230,165,3105,0,28,2
2870,115,4,182,23,3076,227,236,144,2896,0,11,2
2843,73,6,295,8,2912,227,229,136,2657,0,11,2
2804,80,10,242,13,2779,234,223,120,2448,0,11,2
2782,45,4,67,-3,2638,221,230,145,2210,0,11,2
2776,222,6,30,6,2527,212,246,171,2003,0,11,2
2778,168,6,153,12,2416,225,242,152,1766,0,11,2
2778,174,7,201,21,2310,225,244,153,1559,0,11,2
2763,107,8,300,18,2070,234,231,129,1324,0,11,2
2757,193,14,283,55,1860,217,251,164,1121,0,28,2
2731,132,17,192,57,1620,245,228,105,892,0,29,5
2636,115,24,42,15,1320,253,208,68,603,0,29,5
2591,32,16,42,0,1080,215,204,121,365,0,15,2
2568,81,16,127,-2,870,240,211,97,162,0,28,2
2532,56,13,175,15,630,228,213,116,108,0,15,2
2521,46,13,120,11,420,224,211,119,306,0,28,2
3106,65,19,150,23,2922,234,197,87,5667,0,28,1
3060,58,10,30,3,3050,228,218,123,5730,0,28,1
3044,133,13,30,10,3247,240,234,121,5833,0,28,2
3011,174,20,67,3,3394,227,246,141,5913,0,28,2
2982,129,10,150,17,3564,237,234,127,6012,0,28,2
2955,90,9,175,19,3715,235,225,121,6105,0,28,2
2919,92,8,60,3,3895,233,228,128,6218,0,19,1
2916,293,13,306,20,5448,184,237,193,5516,0,22,2
2972,249,15,524,76,5662,186,250,201,5387,0,28,2
3011,268,15,713,111,5851,180,245,203,5280,0,28,1
3060,346,9,553,69,5755,203,226,161,5166,0,11,1
3027,74,11,323,36,5535,233,219,116,5060,0,28,1
2995,100,12,108,7,5316,239,224,113,4964,0,28,1
2978,4,12,67,0,4991,204,218,150,4838,0,18,2
2952,78,10,0,0,4777,234,221,118,4768,0,28,2
2932,135,0,30,0,4566,219,238,156,4709,0,22,1
2915,162,15,60,-6,4358,233,243,136,4478,0,28,1
2916,179,13,60,12,4179,225,248,152,4269,0,28,2
2904,94,8,108,16,3977,232,229,129,4029,0,11,2
2882,160,6,30,2,3805,226,241,149,3820,0,22,2
2872,116,6,0,0,3613,231,234,137,3580,0,22,2
2859,40,7,30,0,3449,221,224,138,3371,0,22,2
2864,302,3,124,14,3269,211,238,165,3132,0,11,2
2871,140,7,201,19,3118,231,238,140,2922,0,11,2
2845,107,9,309,7,2955,235,230,126,2684,0,11,2
2812,67,12,283,21,2821,232,217,116,2475,0,11,2
2784,150,4,108,-1,2679,225,239,150,2236,0,11,2
2770,154,7,0,0,2568,229,241,145,2028,0,19,2
2780,95,3,120,14,2456,224,235,147,1790,0,11,2
2775,218,6,162,18,2340,214,246,168,1583,0,11,2
2761,170,10,270,16,2100,227,245,149,1347,0,11,2
2749,166,13,268,47,1890,230,244,143,1142,0,28,2
2733,135,15,182,59,1650,242,232,115,911,0,29,5
2654,122,23,42,16,1380,252,214,77,658,0,29,5
2602,10,7,60,0,1110,213,226,151,391,0,15,2
2579,88,13,134,2,900,239,219,109,182,0,28,2
2541,70,9,212,24,661,230,223,125,67,0,15,2
2527,111,8,153,17,451,234,231,129,272,0,28,2
3119,61,16,170,-16,2881,231,206,103,5687,0,28,1
