education,sex,hours-per-week,race,age,occupation,marital-status,education-num,fnlwgt,capital-loss,relationship,workclass,capital-gain,income
Some-college,Male,40,White,53,Prof-specialty,Married-civ-spouse,10,151580,0,Husband,Private,15024,>50K
Bachelors,Male,40,White,31,Exec-managerial,Married-civ-spouse,13,162572,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,26,Sales,Married-civ-spouse,9,35917,0,Husband,Private,0,<=50K
7th-8th,Male,50,White,56,Craft-repair,Married-civ-spouse,4,35723,0,Husband,Self-emp-inc,0,>50K
Some-college,Female,40,White,43,Other-service,Never-married,10,194773,0,Not-in-family,Private,0,<=50K
Some-college,Male,35,Black,33,Sales,Never-married,10,62155,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,45,Craft-repair,Married-civ-spouse,10,192203,1485,Husband,Self-emp-not-inc,0,>50K
Some-college,Male,55,White,46,Sales,Separated,10,174370,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,80,White,26,Handlers-cleaners,Married-civ-spouse,11,161007,0,Husband,Private,0,<=50K
Bachelors,Male,50,White,43,Farming-fishing,Married-civ-spouse,13,163847,0,Husband,Private,0,>50K
Assoc-voc,Male,40,White,40,Machine-op-inspct,Never-married,11,193882,0,Own-child,Private,0,<=50K
7th-8th,Male,35,White,61,Other-service,Divorced,4,160037,0,Not-in-family,Private,0,<=50K
Some-college,Female,72,Black,34,Adm-clerical,Never-married,10,189944,0,Not-in-family,Federal-gov,0,<=50K
HS-grad,Male,35,White,85,Sales,Widowed,9,115364,0,Unmarried,Private,0,<=50K
HS-grad,Female,40,White,41,Adm-clerical,Never-married,9,163174,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Female,35,White,31,Adm-clerical,Never-married,12,188900,0,Not-in-family,State-gov,3325,<=50K
Some-college,Female,30,White,22,Sales,Never-married,10,214399,0,Own-child,Private,0,<=50K
HS-grad,Female,40,Black,60,Other-service,Widowed,9,156616,0,Unmarried,Private,0,<=50K
Assoc-acdm,Female,36,White,29,Prof-specialty,Divorced,12,204862,0,Not-in-family,Private,0,<=50K
Bachelors,Female,45,Asian-Pac-Islander,35,Exec-managerial,Never-married,13,172475,0,Not-in-family,State-gov,2977,<=50K
HS-grad,Male,30,White,24,Sales,Never-married,9,153082,0,Not-in-family,Private,0,<=50K
Masters,Male,40,Black,45,Prof-specialty,Divorced,14,195418,0,Not-in-family,Local-gov,0,<=50K
12th,Male,20,Black,21,Other-service,Never-married,8,276840,0,Own-child,Local-gov,0,<=50K
Assoc-acdm,Female,37,White,30,Transport-moving,Married-civ-spouse,12,97933,1485,Wife,Private,0,>50K
Some-college,Male,99,White,50,Exec-managerial,Married-civ-spouse,10,119099,0,Husband,Self-emp-inc,0,>50K
HS-grad,Male,40,White,41,Exec-managerial,Married-civ-spouse,9,83411,0,Husband,Self-emp-not-inc,0,>50K
HS-grad,Female,33,White,21,Sales,Never-married,9,198992,0,Not-in-family,Private,0,<=50K
HS-grad,Male,45,White,45,Craft-repair,Married-civ-spouse,9,337825,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,34,Exec-managerial,Married-civ-spouse,13,192002,0,Husband,Private,0,>50K
HS-grad,Male,40,White,28,Handlers-cleaners,Divorced,9,189346,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,19,Other-service,Never-married,9,231962,0,Unmarried,Private,0,<=50K
Bachelors,Male,50,White,26,Prof-specialty,Never-married,13,164488,0,Not-in-family,Private,13550,>50K
Bachelors,Male,45,White,48,Transport-moving,Married-civ-spouse,13,200471,0,Husband,Private,0,>50K
Bachelors,Male,40,White,69,Prof-specialty,Widowed,13,228921,2282,Not-in-family,Private,0,>50K
Some-college,Female,40,White,41,Adm-clerical,Divorced,10,184846,0,Unmarried,Private,0,<=50K
Bachelors,Female,40,White,43,Adm-clerical,Divorced,13,233851,0,Not-in-family,Private,0,<=50K
Some-college,Female,28,White,65,Adm-clerical,Divorced,10,125768,0,Not-in-family,Local-gov,0,<=50K
Bachelors,Male,38,White,31,Exec-managerial,Never-married,13,255004,1741,Not-in-family,Private,0,<=50K
Bachelors,Female,40,White,28,Adm-clerical,Never-married,13,157624,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,51,Prof-specialty,Married-civ-spouse,13,146767,0,Husband,Private,0,>50K
Some-college,Female,80,White,45,Craft-repair,Never-married,10,118291,0,Not-in-family,Private,0,<=50K
HS-grad,Male,38,Black,43,Adm-clerical,Divorced,9,313181,0,Other-relative,Private,0,<=50K
Assoc-acdm,Male,60,White,31,Sales,Married-civ-spouse,12,87891,0,Husband,Private,0,<=50K
Some-college,Male,55,White,31,Craft-repair,Married-civ-spouse,10,226443,0,Husband,Private,0,>50K
Bachelors,Female,30,Black,20,Sales,Never-married,13,216436,0,Other-relative,Private,0,<=50K
Bachelors,Male,40,White,25,Tech-support,Never-married,13,213412,0,Unmarried,Private,0,<=50K
HS-grad,Female,30,White,36,Handlers-cleaners,Widowed,9,179358,0,Unmarried,Private,0,<=50K
Bachelors,Male,50,White,31,Sales,Never-married,13,369825,0,Not-in-family,Private,4101,<=50K
Some-college,Male,45,White,56,Craft-repair,Married-civ-spouse,10,199763,0,Husband,Private,0,<=50K
Bachelors,Male,18,White,26,Sales,Never-married,13,239390,0,Own-child,Private,0,<=50K
Some-college,Female,65,White,47,Exec-managerial,Divorced,10,173613,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,50,White,40,Exec-managerial,Married-civ-spouse,9,37869,0,Husband,Self-emp-inc,0,<=50K
HS-grad,Female,48,White,32,Exec-managerial,Married-civ-spouse,9,302845,0,Wife,Private,0,<=50K
Masters,Female,24,Black,34,Prof-specialty,Never-married,14,85218,0,Unmarried,State-gov,0,<=50K
HS-grad,Male,55,White,37,Exec-managerial,Married-civ-spouse,9,48268,0,Husband,Private,0,<=50K
HS-grad,Male,45,White,38,Craft-repair,Married-civ-spouse,9,173968,0,Husband,Private,0,<=50K
Assoc-voc,Male,16,Asian-Pac-Islander,19,Other-service,Never-married,11,70982,0,Own-child,Private,0,<=50K
9th,Female,40,White,49,Handlers-cleaners,Divorced,5,166857,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Female,40,White,26,Prof-specialty,Never-married,12,162872,0,Not-in-family,Private,0,<=50K
7th-8th,Male,2,White,82,Handlers-cleaners,Married-civ-spouse,4,152148,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,40,Craft-repair,Divorced,9,139193,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,White,28,Craft-repair,Never-married,10,791084,0,Own-child,Private,0,<=50K
HS-grad,Male,37,Black,23,Sales,Married-civ-spouse,9,137214,0,Husband,Private,0,<=50K
Some-college,Male,40,White,19,Adm-clerical,Never-married,10,183258,0,Own-child,Private,0,<=50K
HS-grad,Male,32,Black,67,Handlers-cleaners,Widowed,9,154035,0,Other-relative,Private,0,<=50K
Bachelors,Male,40,White,43,Exec-managerial,Married-civ-spouse,13,115323,0,Husband,Private,3103,>50K
Assoc-acdm,Female,50,Other,41,Adm-clerical,Never-married,12,213055,0,Not-in-family,Private,0,<=50K
Assoc-voc,Female,40,White,37,Prof-specialty,Divorced,11,155064,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,20,Transport-moving,Never-married,9,33551,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,40,Craft-repair,Divorced,9,169995,0,Unmarried,Private,0,<=50K
Masters,Male,50,White,47,Exec-managerial,Separated,14,168262,0,Not-in-family,Private,99999,>50K
HS-grad,Male,40,White,40,Tech-support,Married-civ-spouse,9,104196,0,Husband,Private,0,<=50K
Bachelors,Female,40,White,39,Exec-managerial,Never-married,13,114055,0,Not-in-family,State-gov,0,<=50K
Some-college,Female,20,Black,24,Adm-clerical,Never-married,10,274398,0,Own-child,Private,0,<=50K
Bachelors,Male,45,White,49,Sales,Married-civ-spouse,13,196571,0,Husband,Private,0,>50K
HS-grad,Male,10,White,66,Machine-op-inspct,Divorced,9,101607,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,52,Prof-specialty,Never-married,9,122109,323,Unmarried,Private,0,<=50K
HS-grad,Male,60,White,59,Exec-managerial,Divorced,9,255822,0,Not-in-family,Self-emp-inc,0,<=50K
HS-grad,Male,40,White,35,Adm-clerical,Never-married,9,245372,0,Not-in-family,Federal-gov,0,<=50K
Bachelors,Female,40,White,30,Exec-managerial,Married-AF-spouse,13,169583,0,Wife,Private,0,>50K
Some-college,Male,40,White,36,Other-service,Never-married,10,224531,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,26,Tech-support,Separated,9,186151,0,Own-child,Private,0,<=50K
Bachelors,Male,35,White,23,Other-service,Never-married,13,118693,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,39,Prof-specialty,Married-civ-spouse,13,297449,0,Husband,Private,0,>50K
Prof-school,Male,40,White,40,Prof-specialty,Married-civ-spouse,15,125206,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Male,40,White,29,Prof-specialty,Never-married,13,393264,0,Not-in-family,Private,0,<=50K
Bachelors,Male,20,White,38,Other-service,Never-married,13,108140,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,63,Adm-clerical,Never-married,13,264968,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,58,Exec-managerial,Married-civ-spouse,9,318106,0,Husband,Self-emp-not-inc,0,>50K
HS-grad,Female,40,White,30,Exec-managerial,Divorced,9,156025,0,Unmarried,Private,0,<=50K
HS-grad,Female,40,Black,38,Other-service,Never-married,9,149455,0,Unmarried,State-gov,0,<=50K
Masters,Male,40,White,44,Prof-specialty,Married-civ-spouse,14,165108,0,Husband,State-gov,0,>50K
Assoc-voc,Female,40,White,43,Adm-clerical,Married-civ-spouse,11,115178,0,Wife,Private,0,>50K
Some-college,Male,30,White,21,Transport-moving,Never-married,10,149224,0,Own-child,Private,0,<=50K
Assoc-acdm,Male,40,White,41,Exec-managerial,Never-married,12,352056,0,Not-in-family,Local-gov,0,<=50K
Bachelors,Male,50,White,38,Sales,Married-civ-spouse,13,174717,0,Husband,Private,0,>50K
Some-college,Male,40,White,29,Craft-repair,Married-civ-spouse,10,147755,1672,Husband,Private,0,<=50K
HS-grad,Male,70,White,52,Farming-fishing,Married-civ-spouse,9,135716,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Female,45,White,47,Exec-managerial,Divorced,9,44216,0,Unmarried,Private,0,<=50K
Assoc-voc,Male,50,White,28,Prof-specialty,Married-civ-spouse,11,37359,0,Husband,Private,99999,>50K
Some-college,Male,60,White,30,Exec-managerial,Married-civ-spouse,10,154950,0,Husband,Private,15024,>50K
Assoc-acdm,Male,40,White,40,Exec-managerial,Divorced,12,356934,0,Not-in-family,Private,0,>50K
Some-college,Female,30,White,27,Other-service,Never-married,10,271714,0,Own-child,Private,0,<=50K
HS-grad,Male,44,White,26,Protective-serv,Never-married,9,247025,0,Unmarried,Private,0,<=50K
HS-grad,Male,37,White,32,Other-service,Never-married,9,107417,0,Not-in-family,Private,0,<=50K
Bachelors,Female,40,White,36,Adm-clerical,Never-married,13,116554,0,Not-in-family,State-gov,0,<=50K
12th,Male,40,Black,26,Transport-moving,Never-married,8,917220,0,Own-child,Private,0,<=50K
Some-college,Male,40,Black,25,Transport-moving,Never-married,10,430084,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,40,White,27,Tech-support,Married-civ-spouse,11,62737,0,Husband,Private,0,<=50K
HS-grad,Male,50,White,24,Farming-fishing,Married-civ-spouse,9,508548,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,38,Sales,Married-civ-spouse,13,275223,0,Husband,Self-emp-inc,7688,>50K
HS-grad,Male,55,White,35,Farming-fishing,Married-civ-spouse,9,381931,0,Husband,Self-emp-not-inc,0,<=50K
Assoc-voc,Male,40,White,29,Tech-support,Never-married,11,246974,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,Black,49,Other-service,Divorced,9,105431,0,Not-in-family,Private,0,<=50K
9th,Male,40,White,36,Machine-op-inspct,Married-civ-spouse,5,146311,0,Husband,Private,0,<=50K
Doctorate,Male,50,White,47,Craft-repair,Married-civ-spouse,16,159869,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,40,White,21,Other-service,Never-married,10,204641,0,Own-child,Private,0,<=50K
Masters,Male,50,White,45,Exec-managerial,Married-civ-spouse,14,360393,1902,Husband,Private,0,>50K
Some-college,Female,15,White,19,Other-service,Never-married,10,263340,0,Own-child,Private,0,<=50K
HS-grad,Male,22,White,18,Handlers-cleaners,Never-married,9,141918,0,Own-child,Private,0,<=50K
Prof-school,Male,40,White,37,Exec-managerial,Married-civ-spouse,15,294292,0,Husband,Private,0,<=50K
Bachelors,Female,40,White,49,Prof-specialty,Never-married,13,128736,0,Unmarried,Private,0,<=50K
Assoc-voc,Male,48,White,33,Protective-serv,Married-civ-spouse,11,511289,0,Husband,Local-gov,0,>50K
Some-college,Male,40,White,27,Sales,Married-civ-spouse,10,302406,0,Husband,Private,0,>50K
Some-college,Female,35,White,34,Adm-clerical,Divorced,10,101517,0,Unmarried,Local-gov,0,<=50K
Some-college,Male,40,White,24,Transport-moving,Never-married,10,189148,0,Own-child,Self-emp-inc,0,<=50K
Prof-school,Male,60,White,44,Prof-specialty,Married-civ-spouse,15,103111,0,Husband,Self-emp-not-inc,0,>50K
Bachelors,Male,50,White,48,Craft-repair,Separated,13,51620,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Female,40,White,23,Adm-clerical,Never-married,9,31606,0,Unmarried,Private,0,<=50K
HS-grad,Male,38,White,29,Other-service,Never-married,9,34292,0,Own-child,Private,0,<=50K
Assoc-acdm,Female,9,White,21,Other-service,Never-married,12,107882,0,Own-child,Private,0,<=50K
12th,Female,32,White,18,Other-service,Never-married,8,39529,0,Own-child,Private,0,<=50K
9th,Female,32,Other,18,Sales,Never-married,5,135315,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,29,Craft-repair,Divorced,9,107812,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,29,Transport-moving,Never-married,9,229729,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,Black,41,Machine-op-inspct,Separated,9,111891,0,Other-relative,Private,0,<=50K
HS-grad,Male,40,White,32,Handlers-cleaners,Never-married,9,340917,0,Not-in-family,Private,0,<=50K
10th,Female,24,Black,61,Other-service,Divorced,6,202952,0,Not-in-family,Private,0,<=50K
HS-grad,Male,6,White,79,Prof-specialty,Married-spouse-absent,9,333230,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Male,40,White,34,Machine-op-inspct,Divorced,12,114955,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,46,Exec-managerial,Married-civ-spouse,13,159869,0,Husband,Private,0,>50K
Assoc-voc,Male,60,White,50,Sales,Married-civ-spouse,11,57758,0,Husband,Self-emp-not-inc,0,>50K
HS-grad,Male,40,White,29,Machine-op-inspct,Married-civ-spouse,9,207064,0,Husband,Private,0,<=50K
Some-college,Female,40,White,23,Adm-clerical,Never-married,10,193090,0,Not-in-family,Private,3674,<=50K
Some-college,Female,40,White,64,Adm-clerical,Never-married,10,151364,0,Not-in-family,Private,0,<=50K
Masters,Female,50,White,70,Prof-specialty,Never-married,14,88638,0,Unmarried,Local-gov,7896,>50K
Assoc-acdm,Female,40,White,28,Adm-clerical,Never-married,12,304960,1980,Not-in-family,Local-gov,0,<=50K
Bachelors,Male,55,White,34,Prof-specialty,Divorced,13,154246,0,Not-in-family,State-gov,4865,<=50K
HS-grad,Male,40,White,29,Handlers-cleaners,Never-married,9,142519,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,77,Exec-managerial,Married-civ-spouse,10,192230,0,Husband,Self-emp-inc,0,<=50K
HS-grad,Female,35,White,32,Other-service,Never-married,9,292592,0,Own-child,Private,0,<=50K
Bachelors,Female,40,White,27,Tech-support,Married-civ-spouse,13,330132,0,Wife,Private,0,>50K
Some-college,Female,40,White,22,Sales,Never-married,10,51111,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,42,Protective-serv,Married-civ-spouse,13,188291,1902,Husband,Local-gov,0,>50K
HS-grad,Male,40,White,35,Machine-op-inspct,Divorced,9,349066,0,Own-child,State-gov,0,<=50K
HS-grad,Male,16,White,33,Protective-serv,Married-civ-spouse,9,133503,0,Husband,Private,2635,<=50K
Some-college,Female,55,White,45,Exec-managerial,Widowed,10,146497,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,19,Sales,Married-spouse-absent,10,240468,1602,Own-child,Private,0,<=50K
HS-grad,Male,40,White,38,Craft-repair,Divorced,9,175120,0,Not-in-family,Private,0,<=50K
HS-grad,Male,45,Black,26,Machine-op-inspct,Married-civ-spouse,9,416577,0,Husband,Private,0,<=50K
Bachelors,Female,45,White,29,Exec-managerial,Never-married,13,253814,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,33,Prof-specialty,Married-civ-spouse,13,159247,0,Husband,Private,0,>50K
Some-college,Male,40,White,42,Craft-repair,Married-civ-spouse,10,213464,0,Husband,Private,0,<=50K
Assoc-voc,Female,20,White,20,Other-service,Never-married,11,211968,0,Own-child,Private,0,<=50K
Masters,Male,40,White,43,Prof-specialty,Married-civ-spouse,14,32016,0,Husband,Federal-gov,0,>50K
11th,Male,45,Black,69,Prof-specialty,Married-civ-spouse,7,512992,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,39,Transport-moving,Never-married,9,135020,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,28,Craft-repair,Married-civ-spouse,10,142712,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,26,Tech-support,Never-married,13,76900,0,Not-in-family,Federal-gov,0,<=50K
Some-college,Male,30,White,32,Sales,Divorced,10,112176,0,Own-child,Private,0,<=50K
Bachelors,Male,40,White,43,Exec-managerial,Divorced,13,262233,0,Not-in-family,Federal-gov,0,>50K
HS-grad,Male,40,White,35,Machine-op-inspct,Married-civ-spouse,9,306678,0,Husband,Private,2885,<=50K
HS-grad,Male,40,White,35,Craft-repair,Married-civ-spouse,9,308945,0,Husband,Local-gov,0,>50K
HS-grad,Female,40,White,57,Adm-clerical,Married-civ-spouse,9,46699,0,Wife,Private,0,<=50K
9th,Male,40,White,45,Transport-moving,Married-civ-spouse,5,377757,0,Husband,Private,0,<=50K
HS-grad,Male,48,White,23,Sales,Never-married,9,220993,1590,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,45,Craft-repair,Married-civ-spouse,9,102147,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,42,Adm-clerical,Married-civ-spouse,9,113770,0,Wife,Private,0,<=50K
Bachelors,Male,50,White,45,Prof-specialty,Married-civ-spouse,13,148900,0,Husband,Private,0,>50K
Bachelors,Male,40,White,28,Exec-managerial,Never-married,13,329426,0,Not-in-family,Federal-gov,0,<=50K
Assoc-voc,Male,10,White,64,Craft-repair,Married-civ-spouse,11,181408,0,Husband,Self-emp-inc,0,<=50K
Prof-school,Female,40,White,44,Prof-specialty,Separated,15,101950,0,Unmarried,Local-gov,0,<=50K
HS-grad,Male,40,White,59,Farming-fishing,Married-civ-spouse,9,32537,0,Husband,Self-emp-not-inc,0,>50K
HS-grad,Male,40,White,41,Machine-op-inspct,Never-married,9,209547,0,Not-in-family,Private,0,<=50K
Some-college,Male,25,Black,21,Sales,Never-married,10,202373,0,Own-child,Private,0,<=50K
Assoc-voc,Female,40,White,29,Adm-clerical,Never-married,11,151476,0,Not-in-family,Self-emp-not-inc,2174,<=50K
HS-grad,Male,40,White,51,Farming-fishing,Never-married,9,174824,0,Not-in-family,Self-emp-not-inc,8614,>50K
HS-grad,Male,40,White,22,Adm-clerical,Never-married,9,138768,0,Own-child,Private,0,<=50K
HS-grad,Female,40,White,49,Other-service,Divorced,9,143482,0,Unmarried,Private,0,<=50K
Assoc-acdm,Male,80,White,53,Sales,Married-civ-spouse,12,200190,0,Husband,Private,0,>50K
Some-college,Female,44,White,38,Adm-clerical,Divorced,10,168407,0,Unmarried,Private,5721,<=50K
Some-college,Male,40,White,23,Craft-repair,Separated,10,148315,0,Own-child,Private,0,<=50K
Bachelors,Female,40,White,40,Craft-repair,Divorced,13,53506,0,Own-child,Private,0,<=50K
Bachelors,Female,40,White,25,Prof-specialty,Never-married,13,105693,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,White,27,Tech-support,Divorced,10,189589,0,Not-in-family,Private,0,<=50K
HS-grad,Male,30,White,20,Other-service,Never-married,9,164574,0,Own-child,Private,0,<=50K
HS-grad,Female,20,White,37,Other-service,Married-civ-spouse,9,185744,0,Wife,Private,0,<=50K
HS-grad,Male,40,White,40,Other-service,Never-married,9,33155,0,Own-child,Local-gov,0,<=50K
Bachelors,Male,40,White,28,Exec-managerial,Married-civ-spouse,13,215955,0,Husband,Private,3103,>50K
HS-grad,Female,40,White,38,Other-service,Separated,9,233571,0,Unmarried,Self-emp-not-inc,0,<=50K
Bachelors,Female,40,White,42,Exec-managerial,Divorced,13,211253,0,Unmarried,Private,0,<=50K
Assoc-acdm,Male,40,White,32,Protective-serv,Divorced,12,191385,0,Not-in-family,Federal-gov,2174,<=50K
HS-grad,Male,45,White,20,Sales,Married-civ-spouse,9,137895,0,Husband,Private,0,<=50K
